SIC,,,
,,,
"Division A: Agriculture, Forestry, And Fishing",,,
,,,
Division C: Construction,,,
1500,Building construction – general contractors and operative builders,,
1520,,General building contractors – residential buildings,
1521,,,Single-family housing construction
1522,,,"Residential construction, nec"
1530,,Operative builders,
1531,,,Operative builders
1540,,General building contractors – nonresidential buildings,
1541,,,Industrial buildings and warehouses
1542,,,"Nonresidential construction, nec"
1600,Heavy construction other than building construction – contractors,,
1610,,"Highway and street construction, except elevated highways",
1611,,,Highway and street construction
1620,,"Heavy construction, except highway and street construction",
1622,,,"Bridge, tunnel, and elevated highway"
1623,,,"Water, sewer, and utility lines"
1629,,,Heavy construction
1700,Construction – special trade contractors,,
1710,,"Plumbing, heating, and air-conditioning",
1711,,,"Plumbing, heating, air-conditioning"
1720,,Painting and paper hanging,
1721,,,Painting and paper hanging
1730,,Electrical work,
1731,,,Electrical work
1740,,"Masonry, stonework, tile setting, and plastering",
1741,,,Masonry and other stonework
1742,,,"Plastering, drywall, and insulation"
1743,,,"Terrazzo, tile, marble, mosaic work"
1750,,Carpentry and floor work,
1751,,,Carpentry work
1752,,,"Floor laying and floor work, nec"
1760,,"Roofing, siding, and sheet metal work",
1761,,,"Roofing, siding, and sheet metal work"
1770,,Concrete work,
1771,,,Concrete work
1780,,Water well drilling,
1781,,,Water well drilling
1790,,Miscellaneous special trade contractors,
1791,,,Structural steel erection
1793,,,Glass and glazing work
1794,,,Excavation work
1795,,,Wrecking and demolition work
1796,,,"Installing building equipment, nec"
1799,,,"Special trade contractors, nec"
,,,
Division D: Manufacturing,,,
2000,Food and kindred products,,
2010,,Meat products,
2011,,,Meat packing plants
2013,,,Sausages and other prepared meats
2015,,,Poultry slaughtering and processing
2016,,,Poultry dressing plants
2017,,,Poultry and egg processing
2020,,Dairy products,
2021,,,Creamery butter
2022,,,"Cheese, natural and processed"
2023,,,"Dry, condensed, evaporated  products"
2024,,,Ice cream and frozen desserts
2026,,,Fluid milk
2030,,"Canned, frozen, and preserved fruits, vegetables, and food specialties",
2032,,,Canned specialties
2033,,,Canned fruits and vegetables
2034,,,"Dehydrated fruits, vegetables, soups"
2035,,,"Pickles, sauces, and salad dressings"
2037,,,Frozen fruits and vegetables
2038,,,"Frozen specialties, nec"
2040,,Grain mill products,
2041,,,Flour and other grain mill products
2043,,,Cereal breakfast foods
2044,,,Rice milling
2045,,,Prepared flour mixes and doughs
2046,,,Wet corn milling
2047,,,Dog and cat food
2048,,,"Prepared feeds, nec"
2050,,Bakery products,
2051,,,"Bread, cake, and related products"
2052,,,Cookies and crackers
2053,,,"Frozen bakery products, except bread"
2060,,Sugar and confectionery products,
2061,,,Raw cane sugar
2062,,,Cane sugar refining
2063,,,Beet sugar
2064,,,Candy & other confectionery products
2065,,,Candy & other confectionery products
2066,,,Chocolate and cocoa products
2067,,,Chewing gum
2068,,,Salted and roasted nuts and seeds
2070,,Fats and oils,
2074,,,Cottonseed oil mills
2075,,,Soybean oil mills
2076,,,"Vegetable oil mills, nec"
2077,,,Animal and marine fats and oils
2079,,,"Edible fats and oils, nec"
2080,,Beverages,
2082,,,Malt beverages
2083,,,Malt
2084,,,"Wines, brandy, and brandy spirits"
2085,,,Distilled and blended liquors
2086,,,Bottled and canned soft drinks
2087,,,Flavoring extracts and syrups
2090,,Miscellaneous food preparations and kindred products,
2091,,,Canned and cured fish and seafoods
2092,,,Fresh or frozen prepared fish
2095,,,Roasted coffee
2096,,,Potato chips and similar snacks
2097,,,Manufactured ice
2098,,,Macaroni and spaghetti
2099,,,Food preparations
2100,Tobacco products,,
2110,,Cigarettes,
2111,,,Cigarettes
2120,,Cigars,
2121,,,Cigars
2130,,Chewing and smoking tobacco and snuff,
2131,,,Chewing and smoking tobacco
2140,,Tobacco stemming and redrying,
2141,,,Tobacco stemming and redrying
2200,Textile mill products,,
2210,,"Broadwoven fabric mills, cotton",
2211,,,"Broadwoven fabric mills, cotton"
2220,,"Broadwoven fabric mills, man made fiber, and silk",
2221,,,"Broadwoven fabric mills, manmade"
2230,,"Broadwoven fabric mills, wool (including dyeing and finishing)",
2231,,,"Broadwoven fabric mills, wool"
2240,,"Narrow fabrics and other smallwares mills: cotton, wool, silk, and man made fiber",
2241,,,Narrow fabric mills
2250,,Knitting mills,
2251,,,"Women's hosiery, except socks"
2252,,,Hosiery
2253,,,Knit outerwear mills
2254,,,Knit underwear mills
2257,,,Weft knit fabric mills
2258,,,Lace and warp knit fabric mills
2259,,,Knitting mills
2260,,"Dyeing and finishing textiles, except wool fabrics and knit goods",
2261,,,"Finishing plants, cotton"
2262,,,"Finishing plants, manmade"
2269,,,Finishing plants
2270,,Carpets and rugs,
2271,,,Woven carpets and rugs
2272,,,Tufted carpets and rugs
2273,,,Carpets and rugs
2279,,,Carpets and rugs
2280,,Yarn and thread mills,
2281,,,Yarn spinning mills
2282,,,Throwing and winding mills
2283,,,"Yarn mills, wool (including carpet and rug yarn)"
2284,,,Thread mills
2290,,Miscellaneous textile goods,
2291,,,"Felt goods, except woven felts and hats"
2292,,,Lace goods
2293,,,Paddings and upholstery filling
2294,,,Processed waste and recovered fibers and flock
2295,,,"Coated fabrics, not rubberized"
2296,,,Tire cord and fabrics
2297,,,Non-woven fabrics
2298,,,Cordage and twine
2299,,,Textile goods
2300,Apparel and other finished products made from fabrics and similar materials,,
2310,,"Men's and boys' suits, coats, and overcoats",
2311,,,Men's and boys' suits and coats
2320,,"Men's and boys' furnishings, work clothing, and allied garments",
2321,,,Men's and boys' shirts
2322,,,Men's & boys' underwear and nightwear
2323,,,Men's and boys' neckwear
2325,,,Men's and boys' trousers and slacks
2326,,,Men's and boys' work clothing
2328,,,"Men's, youths', and boys' work clothing"
2329,,,"Men's and boys' clothing, nec"
2330,,"Women's, misses', and juniors' outerwear",
2331,,,Women's & misses' blouses & shirts
2335,,,"Women's, junior's, & misses' dresses"
2337,,,Women's and misses' suits and coats
2339,,,"Women's and misses' outerwear, nec"
2340,,"Women's, misses', children's, and infants' undergarments",
2341,,,Women's and children's underwear
2342,,,"Bras, girdles, and allied garments"
2350,,"Hats, caps, and millinery",
2351,,,Millinery
2352,,,"Hats and caps, except millinery"
2353,,,"Hats, caps, and millinery"
2360,,"Girls', children's, and infants' outerwear",
2361,,,"Girls' & children's dresses, blouses"
2363,,,"Girls', children's, and infants' coats and suits"
2369,,,"Girls' and children's outerwear, nec"
2370,,Fur goods,
2371,,,Fur goods
2380,,Miscellaneous apparel and accessories,
2381,,,Fabric dress and work gloves
2384,,,Robes and dressing gowns
2385,,,Waterproof outerwear
2386,,,Leather and sheep-lined clothing
2387,,,Apparel belts
2389,,,"Apparel and accessories, nec"
2390,,Miscellaneous fabricated textile products,
2391,,,Curtains and draperies
2392,,,"Housefurnishings, nec"
2393,,,Textile bags
2394,,,Canvas and related products
2395,,,Pleating and stitching
2396,,,Automotive and apparel trimmings
2397,,,Schiffli machine embroideries
2399,,,"Fabricated textile products, nec"
2400,"Lumber and wood products, except furniture",,
2410,,Logging,
2411,,,Logging
2420,,Sawmills and planing mills,
2421,,,"Sawmills and planing mills, general"
2426,,,Hardwood dimension & flooring mills
2429,,,"Special product sawmills, nec"
2430,,"Millwork, veneer, plywood, and structural wood members",
2431,,,Millwork
2434,,,Wood kitchen cabinets
2435,,,Hardwood veneer and plywood
2436,,,Softwood veneer and plywood
2439,,,"Structural wood members, nec"
2440,,Wood containers,
2441,,,Nailed wood boxes and shook
2448,,,Wood pallets and skids
2449,,,Wood containers
2450,,Wood buildings and mobile homes,
2451,,,Mobile homes
2452,,,Prefabricated wood buildings
2490,,Miscellaneous wood products,
2491,,,Wood preserving
2492,,,Particleboard
2493,,,Reconstituted wood products
2499,,,Wood products
2500,Furniture and fixtures,,
2510,,Household furniture,
2511,,,Wood household furniture
2512,,,Upholstered household furniture
2514,,,Metal household furniture
2515,,,Mattresses and bedsprings
2517,,,Wood TV and radio cabinets
2519,,,"Household furniture, nec"
2520,,Office furniture,
2521,,,Wood office furniture
2522,,,"Office furniture, except wood"
2530,,Public building and related furniture,
2531,,,Public Building And Related Furniture
2540,,"Partitions, shelvings, lockers, and office and store fixtures",
2541,,,Wood partitions and fixtures
2542,,,"Partitions and fixtures, except wood"
2590,,Miscellaneous furniture and fixtures,
2591,,,Drapery hardware & blinds & shades
2599,,,"Furniture and fixtures, nec"
2600,Paper and allied products,,
2610,,Pulp mills,
2611,,,Pulp mills
2620,,Paper mills,
2621,,,Paper mills
2630,,Paperboard mills,
2631,,,Paperboard mills
2640,,"Converted and paperboard products, except containers and boxes",
2641,,,Paper coating and glazing
2642,,,Envelopes
2643,,,"Bags, except textile bags"
2645,,,Die-cut paper and paperboard and cardboard
2646,,,Pressed and molded pulp goods
2647,,,Sanitary paper products
2648,,,"Stationery, tablets, and related products"
2649,,,Converted paper and paperboard products
2650,,Paperboard containers and boxes,
2651,,,Folding paperboard boxes
2652,,,Setup paperboard boxes
2653,,,Corrugated and solid fiber boxes
2655,,,"Fiber cans, drums & similar products"
2656,,,Sanitary food containers
2657,,,Folding paperboard boxes
2660,,Building paper and building board mills,
2661,,,Building paper and building board mills
2670,,"Converted paper and paperboard products, except containers and boxes",
2671,,,"Packaging Paper and Plastics Film, Coated and Laminated"
2672,,,Paper coated and laminated
2673,,,"Bags: plastics, laminated, & coated"
2674,,,Bags: uncoated paper & multiwall
2675,,,Die-cut paper and board
2676,,,Sanitary paper products
2677,,,Envelopes
2678,,,Stationery products
2679,,,"Converted paper products, nec"
2700,"Printing, publishing, and allied industries",,
2710,,"Newspapers: publishing, or publishing and printing",
2711,,,Newspapers
2720,,"Periodicals: publishing, or publishing and printing",
2721,,,Periodicals
2730,,Books,
2731,,,Book publishing
2732,,,Book printing
2740,,Miscellaneous publishing,
2741,,,Miscellaneous publishing
2750,,Commercial printing,
2751,,,"Commercial printing, letterpress and screen"
2752,,,"Commercial printing, lithographic"
2753,,,Engraving and plate printing
2754,,,"Commercial printing, gravure"
2759,,,"Commercial printing, nec"
2760,,Manifold business forms,
2761,,,Manifold business forms
2770,,Greeting cards,
2771,,,Greeting cards
2780,,"Blankbooks, looseleaf binders, and bookbinding and related work",
2782,,,Blankbooks and looseleaf binders
2789,,,Bookbinding and related work
2790,,Service industries for the printing trade,
2791,,,Typesetting
2793,,,Photoengraving
2794,,,Electrotyping and stereotyping
2795,,,Lithographic platemaking and related services
2796,,,Platemaking services
2800,Chemicals and allied products,,
2810,, Industrial inorganic chemicals,
2812,,,Alkalies and chlorine
2813,,,Industrial gases
2816,,,Inorganic pigments
2819,,,"Industrial inorganic chemicals, nec"
2820,,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass",
2821,,,Plastics materials and resins
2822,,,Synthetic rubber
2823,,,Cellulosic manmade fibers
2824,,,"Organic fibers, noncellulosic"
2830,,Drugs,
2831,,,Biological products
2833,,,Medicinals and botanicals
2834,,,Pharmaceutical preparations
2835,,,Diagnostic substances
2836,,,Biological products exc. diagnostic
2840,,"Soap, detergents, cleaning preperations, perfumes, cosmetics, and other toilet preperations",
2841,,,Soap and other detergents
2842,,,Polishes and sanitation goods
2843,,,Surface active agents
2844,,,Toilet preparations
2850,,"Paints, varnishes, lacquers, enamels, and allied products",
2851,,,Paints and allied products
2860,,Industrial organic chemicals,
2861,,,Gum and wood chemicals
2865,,,Cyclic crudes and intermediates
2869,,,"Industrial organic chemicals, nec"
2870,,Agricultural Chemicals,
2873,,,Nitrogenous fertilizers
2874,,,Phosphatic fertilizers
2875,,,"Fertilizers, mixing only"
2879,,,"Agricultural chemicals, nec"
2890,,Miscellaneous chemical products,
2891,,,Adhesives and sealants
2892,,,Explosives
2893,,,Printing ink
2895,,,Carbon black
2899,,,"Chemical preparations, nec"
2900,Petroleum refining and related industries,,
2910,,Petroleum refining,
2911,,,Petroleum refining
2950,,Asphalt paving and roofing materials,
2951,,,Asphalt paving mixtures and blocks
2952,,,Asphalt felts and coatings
2990,,Miscellaneous products of petroleum and coal,
2992,,,Lubricating oils and greases
2999,,,"Petroleum and coal products, nec"
3000,Rubber and miscellaneous plastics products,,
3010,,Tires and inner tubes,
3011,,,Tires and inner tubes
3020,,Rubber and plastics footwear,
3021,,,Rubber and plastics footwear
3030,,Reclaimed rubber,
3031,,,Reclaimed rubber
3040,,Rubber and plastics hose and belting,
3041,,,Rubber and plastics hose and belting
3050,,"Gaskets, packing and sealing devices, and rubber and plastics hose and belting",
3052,,,Rubber & plastics hose & belting
3053,,,"Gaskets, packing and sealing devices"
3060,,Fabricated rubber products,
3061,,,Mechanical rubber goods
3069,,,"Fabricated rubber products, nec"
3070,,Miscellaneous plastics products,
3079,,,Miscellaneous plastics products
3080,,Miscellaneous plastics products,
3081,,,Unsupported plastics film & sheet
3082,,,Unsupported plastics profile shapes
3083,,,Laminated plastics plate & sheet
3084,,,Plastics pipe
3085,,,Plastics bottles
3086,,,Plastics foam products
3087,,,Custom compound purchased resins
3088,,,Plastics plumbing fixtures
3089,,,"Plastics products, nec"
3100,Leather and leather products,,
3110,,Leather tanning and finishing,
3111,,,Leather tanning and finishing
3130,,Boot and shoe cut stock and findings,
3131,,,Footwear cut stock
3140,,"Footwear, except rubber",
3142,,,House slippers
3143,,,"Men's footwear, except athletic"
3144,,,"Women's footwear, except athletic"
3149,,,"Footwear, except rubber, nec"
3150,,Leather gloves and mittens,
3151,,,Leather gloves and mittens
3160,,Luggage,
3161,,,Luggage
3170,,Handbags and other personal leather goods,
3171,,,Women's handbags and purses
3172,,,"Personal leather goods, nec"
3190,,Leather goods,
3199,,,"Leather goods, nec"
3200,"Stone, clay, glass, and concrete products",,
3210,,Flat glass,
3211,,,Flat glass
3220,,"Glass and glassware, pressed or blown",
3221,,,Glass containers
3229,,,"Pressed and blown glass, nec"
3230,,"Glass products, made of purchased glass",
3231,,,Products of purchased glass
3240,,"Cement, hydraulic",
3241,,,"Cement, hydraulic"
3250,,Structural clay products,
3251,,,Brick and structural clay tile
3253,,,Ceramic wall and floor tile
3255,,,Clay refractories
3259,,,"Structural clay products, nec"
3260,,Pottery and related products,
3261,,,Vitreous plumbing fixtures
3262,,,Vitreous china table & kitchenware
3263,,,Semivitreous table & kitchenware
3264,,,Porcelain electrical supplies
3269,,,"Pottery products, nec"
3270,,"Concrete, gypsum, and plaster products",
3271,,,Concrete block and brick
3272,,,"Concrete products, nec"
3273,,,Ready-mixed concrete
3274,,,Lime
3275,,,Gypsum products
3280,,Cut stone and stone products,
3281,,,Cut stone and stone products
3290,,"Abrasive, asbestos, and miscellaneous nonmetallic mineral products",
3291,,,Abrasive products
3292,,,Asbestos products
3293,,,"Gaskets, packing, and sealing devices"
3295,,,"Minerals, ground or treated"
3296,,,Mineral wool
3297,,,Nonclay refractories
3299,,,"Nonmetallic mineral products, nec"
3300,Primary metal industries,,
3310,,"Steel works, blast furnaces, and rolling and finishing mills",
3312,,,Blast furnaces and steel mills
3313,,,Electrometallurgical products
3315,,,Steel wire and related products
3316,,,Cold finishing of steel shapes
3317,,,Steel pipe and tubes
3320,,Iron and steel foundries,
3321,,,Gray  and ductile iron foundries
3322,,,Malleable iron foundries
3324,,,Steel investment foundries
3325,,,"Steel foundries, nec"
3330,,Primary smelting and refining of nonferrous metals,
3331,,,Primary copper
3332,,,Primary smelting and refining of lead
3333,,,Primary smelting and refining of zinc
3334,,,Primary aluminum
3339,,,"Primary nonferrous metals, nec"
3340,,Secondary smelting and refining of nonferrous metals,
3341,,,Secondary nonferrous metals
3350,,Rolling drawing and extruding of nonferrous metals,
3351,,,Copper rolling and drawing
3353,,,"Aluminum sheet, plate, and foil"
3354,,,Aluminum extruded products
3355,,,"Aluminum rolling and drawing, nec"
3356,,,"Nonferrous rolling and drawing, nec"
3357,,,Nonferrous wiredrawing & insulating
3360,,Nonferrous foundries (castings),
3361,,,Aluminum foundries (castings)
3362,,,"Brass, bronze, copper, and copper base alloy foundries (castings)"
3363,,,Aluminum die-castings
3364,,,Nonferrous die-casting exc. aluminum
3365,,,Aluminum foundries
3366,,,Copper foundries
3369,,,"Nonferrous foundries, nec"
3390,,Miscellaneous primary metal products,
3398,,,Metal heat treating
3399,,,"Primary metal products, nec"
3400,"Fabricated metal products, except machinery and transportation equipment",,
3410,,Metal cans and shipping containers,
3411,,,Metal cans
3412,,,"Metal barrels, drums, and pails"
3420,,"Cutlery, handtools, and general hardware",
3421,,,Cutlery
3423,,,"Hand and edge tools, nec"
3425,,,Saw blades and handsaws
3429,,,"Hardware, nec"
3430,,"Heating equipment, except electric and warm air; and plumbing fixtures",
3431,,,Metal sanitary ware
3432,,,Plumbing fixture fittings and trim
3433,,,"Heating equipment, except electric"
3437,,,Solar energy equipment and components
3440,,Fabricated structural metal products,
3441,,,Fabricated structural metal
3442,,,"Metal doors, sash, and trim"
3443,,,Fabricated plate work (boiler shops)
3444,,,Sheet metalwork
3446,,,Architectural metal work
3448,,,Prefabricated metal buildings
3449,,,Miscellaneous metal work
3450,,"Screw machine products and bolts, nuts, screws, rivets, and washers",
3451,,,Screw machine products
3452,,,"Bolts, nuts, rivets, and washers"
3460,,Metal forgings and stampings,
3462,,,Iron and steel forgings
3463,,,Nonferrous forgings
3465,,,Automotive stampings
3466,,,Crowns and closures
3469,,,"Metal stampings, nec"
3470,,"Coating, engraving, and allied services",
3471,,,Plating and polishing
3479,,,Metal coating and allied services
3480,,"Ordnance and accessories, except vehicles and guided missiles",
3482,,,Small arms ammunition
3483,,,"Ammunition, exc. for small arms, nec"
3484,,,Small arms
3489,,,"Ordnance and accessories, nec"
3490,,Miscellaneous fabricated metal products,
3491,,,Industrial valves
3492,,,Fluid power valves & hose fittings
3493,,,"Steel springs, except wire"
3494,,,"Valves and pipe fittings, nec"
3495,,,Wire springs
3496,,,Misc. fabricated wire products
3497,,,Metal foil and leaf
3498,,,Fabricated pipe and fittings
3499,,,"Fabricated metal products, nec"
3500,Industrial and commercial machinery and computer equipment,,
3510,,Engines and turbines,
3511,,,Turbines and turbine generator sets
3519,,,"Internal combustion engines, nec"
3520,,Farm and garden machinery and equipment,
3523,,,Farm machinery and equipment
3524,,,Lawn and garden equipment
3530,,"Construction, mining, and materials handling machinery and equipment",
3531,,,Construction machinery
3532,,,Mining machinery
3533,,,Oil and gas field machinery
3534,,,Elevators and moving stairways
3535,,,Conveyors and conveying equipment
3536,,,"Hoists, cranes, and monorails"
3537,,,Industrial trucks and tractors
3540,,Metalworking machinery and equipment,
3541,,,"Machine tools, metal cutting types"
3542,,,"Machine tools, metal forming types"
3543,,,Industrial patterns
3544,,,"Special dies, tools, jigs & fixtures"
3545,,,Machine tool accessories
3546,,,Power-driven handtools
3547,,,Rolling mill machinery
3548,,,Welding apparatus
3549,,,"Metalworking machinery, nec"
3550,,"Special industry machinery, except metalworking machinery",
3551,,,Food products machinery
3552,,,Textile machinery
3553,,,Woodworking machinery
3554,,,Paper industries machinery
3555,,,Printing trades machinery
3556,,,Food products machinery
3558,,,Pollution control machinery
3559,,,"Special industry machinery, nec"
3560,,General industrial machinery and equipment,
3561,,,Pumps and pumping equipment
3562,,,Ball and roller bearings
3563,,,Air and gas compressors
3564,,,Blowers and fans
3565,,,Packaging machinery
3566,,,"Speed changers, drives, and gears"
3567,,,Industrial furnaces and ovens
3568,,,"Power transmission equipment, nec"
3569,,,"General industrial machinery, nec"
3570,,Computer and office equipment,
3571,,,Electronic computers
3572,,,Computer storage devices
3573,,,Electronic computing equipment (register online only)
3574,,,"Calculating and accounting machines, except electronic computing equipment"
3575,,,Computer terminals
3576,,,Computer Communications Equipment
3577,,,"Computer peripheral equipment, nec"
3578,,,Calculating and accounting equipment
3579,,,"Office machines, nec"
3580,,Refrigeration and service industry machinery,
3581,,,Automatic vending machines
3582,,,Commercial laundry equipment
3585,,,Refrigeration and heating equipment
3586,,,Measuring and dispensing pumps
3589,,,"Service industry machinery, nec"
3590,,Miscellaneous industrial and commercial machinery and equipment,
3592,,,"Carburetors, pistons, rings, valves"
3593,,,Fluid power cylinders & actuators
3594,,,Fluid power pumps and motors
3596,,,"Scales and balances, exc. laboratory"
3599,,,"Industrial machinery, nec"
3600,"Electronic and other electrical equipment and components, except computing equipment",,
3610,,Electric transmission and distribution equipment,
3612,,,"Transformers, except electronic"
3613,,,Switchgear and switchboard apparatus
3620,,Electrical industrial apparatus,
3621,,,Motors and generators
3622,,,Industrial controls
2623,,,"Welding apparatus, electric"
3624,,,Carbon and graphite products
3625,,,Relays and industrial controls
3629,,,"Electrical industrial apparatus, nec"
3630,,Household appliances,
3631,,,Household cooking equipment
3632,,,Household refrigerators and freezers
3633,,,Household laundry equipment
3634,,,Electric housewares and fans
3635,,,Household vacuum cleaners
3636,,,Sewing machines
3639,,,"Household appliances, nec"
3640,,Electric lighting and wiring equipment,
3641,,,Electric lamps
3643,,,Current-carrying wiring devices
3644,,,Noncurrent-carrying wiring devices
3645,,,Residential lighting fixtures
3646,,,Commercial lighting fixtures
3647,,,Vehicular lighting equipment
3648,,,"Lighting equipment, nec"
3650,,Household audio and video equipment and audio recordings,
3651,,,Household audio and video equipment
3652,,,Prerecorded records and tapes
3660,,Communication equipment,
3661,,,Telephone and telegraph apparatus
3662,,,Radio-television transmitting equipment and apparatus (register online only)
3663,,,Radio & TV communications equipment
3664,,,"Search, detection, navigation, and guidance systems and equipment"
3665,,,Training equipment and simulators
3666,,,Alarms and signaling products
3669,,,"Communications equipment, nec"
3670,,Electronic components and accessories,
3671,,,Electron tubes
3672,,,Printed circuit boards
3673,,,"Transmitting, industrial, and special purpose electron tubes"
3674,,,Semiconductors and related devices
3675,,,Electronic capacitors
3676,,,Electronic resistors
3677,,,Electronic coils and transformers
3678,,,Electronic connectors
3679,,,"Electronic components, nec"
3680,,Electronic computing equipment,
3681,,,Computers-mini and micro
3682,,,Computers-mainframe
3683,,,Computer terminals
3684,,,Computer disc and tape drives
3685,,,Optical character and laser scanners
3686,,,Computer graphics systems
3687,,,Office automation systems
3688,,,Computer peripherals
3689,,,Computer equipment
3690,,"Miscellaneous electrical machinery, equipment, and supplies",
3691,,,Storage batteries
3692,,,"Primary batteries, dry and wet"
3693,,,"Radiographic, fluoroscopic, and therapeutic xray and tubes; electromedical and electrotherapeutic apparatus"
3694,,,Engine electrical equipment
3695,,,Magnetic and optical recording media
3699,,,"Electrical equipment & supplies, nec"
3700,Transportation equipment,,
3710,,Motor vehicles and motor vehicle equipment,
3711,,,Motor vehicles and car bodies
3713,,,Truck and bus bodies
3714,,,Motor vehicle parts and accessories
3715,,,Truck trailers
3716,,,Motor homes
3720,,Aircraft and parts,
